Kods,Nosaukums,Spēkā no,Spēkā līdz,Veiktās izmaiņas,Kods pirms izmaiņām,Kods pēc izmaiņām,Līmenis,Saistītās klasif.
0047400,Saulkrastu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0047410,Sējas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048000,Siguldas novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048200,Sigulda,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048400,Allažu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048410,Inčukalna pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048420,Krimuldas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048430,Lēdurgas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048440,Mālpils pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048450,Mores pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0048460,Siguldas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049000,Smiltenes novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049200,Ape,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049210,Smiltene,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049400,Apes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049410,Bilskas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049420,Blomes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049430,Brantu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049440,Drustu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049450,Gaujienas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049460,Grundzāles pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049470,Launkalnes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049480,Palsmanes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049490,Raunas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049500,Smiltenes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049510,Trapenes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049520,Variņu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0049530,Virešu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051000,Talsu novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051200,Sabile,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051210,Stende,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051220,Talsi,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051230,Valdemārpils,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051400,Abavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051410,Ārlavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051420,Balgales pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051430,Dundagas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051440,Ģibuļu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051450,Īves pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051460,Kolkas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051470,Ķūļciema pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051480,Laidzes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051490,Laucienes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051500,Lībagu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051510,Lubes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051520,Mērsraga pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051530,Rojas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051540,Strazdes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051550,Valdgales pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051560,Vandzenes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0051570,Virbu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052000,Tukuma novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052200,Kandava,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052210,Tukums,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052400,Cēres pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052410,Degoles pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052420,Džūkstes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052430,Engures pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052440,Irlavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052450,Jaunpils pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052460,Jaunsātu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052470,Kandavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052480,Lapmežciema pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052490,Lestenes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052500,Matkules pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052510,Pūres pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052520,Sēmes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052530,Slampes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052540,Smārdes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052550,Tumes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052560,Vānes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052570,Viesatu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052580,Zantes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052590,Zemītes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0052600,Zentenes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0053000,Valkas novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0053200,Valka,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0053400,Ērģemes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0053410,Kārķu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0053420,Valkas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0053430,Vijciema pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0053440,Zvārtavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054000,Valmieras novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054010,Valmiera,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054200,Mazsalaca,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054210,Rūjiena,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054220,Seda,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054230,Strenči,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054400,Bērzaines pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054410,Brenguļu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054420,Burtnieku pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054430,Dikļu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054440,Ēveles pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054450,Ipiķu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054460,Jeru pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054470,Jērcēnu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054480,Kauguru pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054490,Kocēnu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054500,Ķoņu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054510,Lodes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054520,Matīšu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054530,Mazsalacas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054540,Naukšēnu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054550,Plāņu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054560,Ramatas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054570,Rencēnu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054580,Sēļu pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054590,Skaņkalnes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054600,Trikātas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054610,Vaidavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054620,Valmieras pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054630,Vecates pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054640,Vilpulkas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054650,Zilākalna pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056000,Ventspils novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056200,Piltene,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056400,Ances pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056410,Jūrkalnes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056420,Piltenes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056430,Popes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056440,Puzes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056450,Tārgales pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056460,Ugāles pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056470,Usmas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056480,Užavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056490,Vārves pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056500,Ziru pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056510,Zlēku pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"